City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,rio guayabal de yateras,20.3667,-75.0167,296.62,73,47,1.03,CU,1693371494
269,okha,53.5739,142.9478,288.88,75,100,4.34,RU,1693371494
270,nar'yan-mar,67.6713,53.087,282.98,75,100,4.11,RU,1693371495
271,ternate,0.8,127.4,300.94,79,70,5.83,ID,1693371495
272,kingston,17.997,-76.7936,303.68,79,58,7.72,JM,1693371321
273,princeville,45.7668,-61.2985,293.1,97,100,2.06,CA,1693371497
274,lubang,13.8584,120.124,300.68,86,100,10.19,PH,1693371497
275,yanam,16.7333,82.2167,308.98,39,17,1.26,IN,1693371498
276,shuya,56.8487,41.3883,287.92,57,95,1.24,RU,1693371499
277,toamasina,-18.1667,49.3833,292.15,100,75,4.63,MG,1693371499
278,riachao das neves,-11.7461,-44.91,296.33,79,98,1.2,BR,1693371500
279,kirakira,-10.4544,161.9205,300.0,86,89,0.99,SB,1693371501
280,kirksville,40.1948,-92.5833,293.47,78,0,3.09,US,1693371501
281,mermoz boabab,14.7065,-17.4758,298.46,81,99,7.13,SN,1693371502
282,sur,22.5667,59.5289,304.4,61,36,2.68,OM,1693371503
283,varazdin,46.3044,16.3378,288.04,70,97,2.13,HR,1693371504
284,ohara,35.25,140.3833,302.25,78,85,6.06,JP,1693371504
285,bekovo,52.4663,43.712,287.8,50,35,2.19,RU,1693371505
286,roma,43.2128,-75.4557,293.75,93,100,0.0,US,1693371505
287,miri,4.4148,114.0089,305.23,74,40,4.63,MY,1693371305
288,gebeit,21.0667,36.3167,304.39,28,56,1.47,SD,1693371507
289,kone,-21.0595,164.8658,294.47,88,90,1.41,NC,1693371508
290,general acha,-37.377,-64.6043,286.39,42,100,6.31,AR,1693371509
291,san antonio de pale,-1.4014,5.6325,296.86,91,82,5.49,GQ,1693371510
292,walvis bay,-22.9575,14.5053,288.68,82,0,3.09,NA,1693371511
293,fortuna,40.5982,-124.1573,291.34,93,75,5.14,US,1693371512
294,noumea,-22.2763,166.4572,294.82,99,98,3.61,NC,1693371416
295,cadale,2.7603,46.3222,299.08,77,49,9.09,SO,1693371513
296,mae sot,16.7167,98.5667,302.12,84,40,0.51,TH,1693371514
297,quatre cocos,-20.2078,57.7625,297.09,73,15,5.98,MU,1693371515
298,zouerate,22.7187,-12.4521,305.05,41,10,3.99,MR,1693371516
299,guaitarilla,1.1386,-77.553,281.94,85,18,4.32,CO,1693371516
300,vila velha,-20.3297,-40.2925,295.34,91,75,1.54,BR,1693371517
301,lakhipur,26.0299,90.3041,305.27,65,4,0.73,IN,1693371517
302,inderbor,48.55,51.7833,291.26,39,2,7.55,KZ,1693371518
303,ilha de mocambique,-15.0342,40.7358,294.96,74,45,7.98,MZ,1693371519
304,nyala,12.05,24.8833,297.43,76,98,4.04,SD,1693371520
305,winnemucca,40.973,-117.7357,291.18,22,0,3.09,US,1693371521
306,ola,59.5833,151.2833,294.9,81,23,3.68,RU,1693371522
307,kupiskis,55.8333,24.9667,291.22,90,27,3.75,LT,1693371522
308,hilo,19.7297,-155.09,300.0,82,75,2.06,US,1693371523
309,kourou,5.1552,-52.6478,297.18,85,2,2.95,GF,1693371523
310,newman,37.3138,-121.0208,300.14,61,0,1.79,US,1693371524
311,kastsyukovichy,53.3516,32.0506,292.13,81,84,3.86,BY,1693371524
312,krotovka,53.2858,51.1686,288.76,50,71,7.4,RU,1693371525
313,ebon,4.582,168.6964,302.51,71,59,2.7,MH,1693371526
314,dolores,-36.3132,-57.6792,278.57,69,23,3.2,AR,1693371527
315,athlone,53.4333,-7.95,282.18,97,74,2.94,IE,1693371527
316,vanimo,-2.6741,141.3028,302.64,70,53,3.54,PG,1693371529
317,carnarvon,-24.8667,113.6333,301.48,35,1,2.03,AU,1693371529
318,kapa'a,22.0752,-159.319,301.33,75,75,7.2,US,1693371530
319,tsiombe,-25.3,45.4833,294.21,61,1,7.11,MG,1693371530
320,villa constitucion,-33.2278,-60.3297,284.75,63,30,2.45,AR,1693371468
321,raja,8.4596,25.678,293.82,96,75,1.91,SS,1693371532
322,moussoro,13.6408,16.4901,301.83,59,59,5.94,TD,1693371532
323,busan,35.1028,129.0403,301.14,83,75,4.12,KR,1693371533
324,portland,45.5234,-122.6762,293.11,78,75,0.89,US,1693371498
325,andreapol',56.6513,32.2664,288.56,90,86,2.83,RU,1693371534
326,benguela,-12.5763,13.4055,293.85,91,36,0.76,AO,1693371535
327,taybad,34.74,60.7756,302.84,15,38,6.41,IR,1693371535
328,bambui,-20.0064,-45.9769,291.36,87,81,0.39,BR,1693371536
329,camabatela,-8.1881,15.375,288.05,95,59,0.89,AO,1693371536
330,puerto baquerizo moreno,-0.9,-89.6,297.01,80,91,4.62,EC,1693371538
331,cabimas,10.3883,-71.4399,302.13,72,9,2.61,VE,1693371539
332,yopal,5.3378,-72.3959,294.9,88,33,2.0,CO,1693371539
333,irakleion,35.3279,25.1434,300.05,77,40,1.54,GR,1693371541
334,yreka,41.7354,-122.6345,291.25,53,0,5.66,US,1693371541
335,mil'kovo,55.6078,37.7956,288.34,85,42,0.17,RU,1693371542
336,crane,31.3974,-102.3501,300.18,28,28,5.21,US,1693371542
337,lillehammer,61.1146,10.4674,284.17,99,85,1.14,NO,1693371544
338,fortaleza,-3.7227,-38.5247,300.49,83,75,5.14,BR,1693371528
339,barretos,-20.5572,-48.5678,291.84,71,16,2.72,BR,1693371545
340,saint-philippe,-21.3585,55.7679,295.99,84,97,7.12,RE,1693371545
341,christchurch,-43.5333,172.6333,288.41,62,6,4.63,NZ,1693371494
342,mount carmel,38.4109,-87.7614,296.12,78,37,2.88,US,1693371546
343,zhezqazghan,47.7833,67.7667,287.47,77,40,5.0,KZ,1693371547
344,pauini,-7.7136,-66.9764,298.83,62,4,1.09,BR,1693371548
345,awjilah,29.1081,21.2869,300.34,51,0,5.15,LY,1693371549
346,labytnangi,66.6572,66.4183,285.13,67,91,4.82,RU,1693371549
347,buurhakaba,2.8026,44.0781,297.5,72,99,8.21,SO,1693371550
348,suva,-18.1416,178.4415,297.86,73,75,5.66,FJ,1693371550
349,amahai,-3.3333,128.9167,299.4,83,81,5.51,ID,1693371551
350,curcani,44.2,26.5833,296.2,66,1,1.99,RO,1693371552
351,miyako,39.6367,141.9525,301.76,78,57,4.59,JP,1693371553
352,konarka,19.9,86.1167,305.37,54,86,3.07,IN,1693371553
353,jiaojiang,28.6803,121.4428,301.68,79,83,3.93,CN,1693371554
354,nagqu,31.5,92.0,288.47,43,3,2.38,CN,1693371555
355,greymouth,-42.4667,171.2,282.07,89,97,0.13,NZ,1693371555
356,nikel,69.4128,30.222,284.25,89,100,4.59,RU,1693371556
357,prince rupert,54.3161,-130.3201,289.2,86,100,2.57,CA,1693371309
358,mogadishu,2.0371,45.3438,299.08,89,40,7.2,SO,1693371557
359,ancud,-41.8697,-73.8203,280.54,75,13,7.67,CL,1693371558
360,diamantino,-14.4086,-56.4461,298.25,62,32,0.75,BR,1693371558
361,bel ombre,-4.6167,55.4167,301.06,69,20,6.69,SC,1693371559
362,swakopmund,-22.6833,14.5333,288.62,87,32,0.89,NA,1693371560
363,mancio lima,-7.6142,-72.8958,298.33,70,52,1.27,BR,1693371560
364,touros,-5.1989,-35.4608,298.15,78,66,5.84,BR,1693371561
